"year","school","theme","lyrics","score"
2002,"Portela","Amazonas, esse desconhecido. Delírios e verdades do Eldorado Verde","Meu coração está em festa
Enlouqueceu
No seu rio-mar
Meu rio azul vai desaguar
Sob o verde desse olhar
O Ajuricaba seu canto ecoou
A cunhatã se banhou no lago
Na índia-flor se transformou
Amazonas, seiva na mata a jorrar
Alumia cadeeiro, São José do Rio Negro
Vai Caboclo seringar
Teatro, sinfonia
Zona Franca e o industrial
Portela faz a festa nesse enredo
Universo tropical
 
Gira mundo a respirar
Dentro do meu coração
Nesse eldorado verde
Na palma da minha mão
 
Poema Odisséia
Emergiu e conquistou o país
Vai meu barco deslizando
Vou pintando esse matiz
É o presente consciente no porvir
Que a vida se preserve
Assim serei feliz
Como a natureza quis
 
É Boi Bumbá
É boi maneiro
Garantido e caprichoso
No meu Rio de Janeiro","highest"
2002,"Império Serrano","Aclamação e coroação do Imperador da Pedra do Reino: Ariano Suassuna","Sol inclemente
Vai além da imaginação
Sopro ardente árida terra
Desse poeta cantador
Sede de vida, gente sofrida
Salve o lanceiro, guerreiro do amor
 
Cabra macho, firmeza, que emoção
Liberdade, esperança, ressurreição
A bondade, a maldade no coração
Amor, verdade, eu encontro neste chão
 
Vem que tem...
Tem azul, tem encarnado, tem
Numa comunhão de fé
Lança em punho ao som da luta
Desse sonho contra a dor
Resgatando o passado
Desse povo vencedor
Esses reis tão sertanejos
Descendentes de valor
E a cavalgada parte
Lá de Belmonte
Pra serra do Catolé
Tão linda minha corte sertaneja
Marco forte, altaneira do sertão
Buscando na justiça igualdade
Empunhando a bandeira na coroação
 
Hoje o império é a voz da razão
Onde reina a paz e a união
E é muito mais que uma paixão
Sou imperador... Lá do sertão","highest"
2002,"Unidos da Tijuca","O sol brilha eternamente sobre o mundo de língua portuguesa","Portugal
Nas caravelas do idioma naveguei
Nessa aventura lusitana
Os cinco continentes alcancei
Bordei palavras sobre as ondas do mar (Oi! Do mar)
E na linha do horizonte
A língua se fez poesia uma odisséia de amor
Navegar é preciso de Angola ao Timor (ô ô ô)
Cultura! Riqueza! 
Iluminando o mundo de língua portuguesa
 
Trago à mesa a alegria e amor!
Que a família tijucana chegou!
Com bom papo e harmonia e samba no pé!
A minha língua, é minha Pátria, é minha fé!
 
Sopra o vento dos Deuses
Pra língua semear
Na costa africana na voz dos orixás
Temperei com arte em Goa
E mercados de Macau
Fala Brasil !!  Brasil...
A morenice em um povo encontrei
Mundo novo, me apaixonei, hoje é só sedução
Salve a luta do Timor!
Pela liberdade de expressão
 
Rasgou no céu um cometa
Explode em sete cores
A nova era, oito esplendores
A língua é força, é união
A homenagem vem na cauda do pavão","highest"
2002,"Unidos do Porto da Pedra","Serra acima, rumo a terra dos Coroados","Natureza...
Os nativos coroados
Sinais de rica cultura
A densa neblina cobre a mata
O ciclo do ouro ao barroco nos levou
Dom Pedro I
Com essa terra se encantou
O delírio imperial
Foi herança que ficou
 
Pedro II, coroado
Jovem ainda se engalana
Depois de se coroar
É inspirado a criar
A bela cidade serrana
 
Major projetou Petrópolis
Colonizada ganha a ""Baronesa""
O Palácio de Cristal, onde a princesa
Realizou o baile da abolição
Então a república 
Traz a burguesia para a mesa
No cassino, luz acesa
E o show vai começar
A cidade imperial continua a encantar
 
Serra acima
Rumo a terra dos coroados
Porto da Pedra vem exaltar
E coroada hoje vai te coroar","highest"
2002,"Caprichosos de Pilares","Deu pra ti! Tô em alto astral! Tô com Porto Alegre, trilegal!","Vem, amor
Eu sou Porto Alegre na avenida
Índio jovem, vim do sul, paraíso, céu azul
Vou cantando a minha vida
Eu te chamei primeiro Porto dos Casais
Troquei, fiquei prosa
Na guerra eu fui mui leal e valorosa
Liberta, irmão, essa escravidão
Eu sou orgulho da nação
Getúlio é macho é firme e forte! Amei!)
Sou gaúcho e tenho sorte! Eu sei!)
De bombacha e chimarrão sou alto astral)  BIS
Sou sedução, sou trialegre e trilegal)
Chora! O poeta hoje chora!
Ao fazer o poema que tchê faz ser assim
Tchê lembro canções de tantas paixões
Eterno canto de amor
Guaíba e o meu pôr do sol
Beleza que meu Deus criou
Gostosa, linda e cultural, fácil de adorar
Sou eu! Sou o grenal que faz o chão vibrar
Sou a paixão no jeito de gritar! Eu sou a voz do povo
Imperador!  O teu vermelho me traz feliz cidade
O meu azul é bamba de verdade! Me faz vibrar de novo!
Eu posso até me declarar
A Caprichosos vai te conquistar
Gauchei, caprichei, tô que tô)
Parabéns pra você, meu amor ) 
Bate forte o meu peito varonil)  BIS
Sou Caprichosos!  Porto Alegre do Brasil)","lowest"
2002,"Tradição","Os encantos da Costa do Sol","Vou
Atravessar a ponte
Ver
O sol dourar o horizonte
O céu e o mar se encontrar no infinito
Ai meu Deus como é bonito
As gaivotas bailando pelo ar
Hoje eu quero amor te namorar
Vem na onda dessa mar, iô, iô, ô, ô, ô
Vem pro sol se bronzear, iá, iá, á, á, á
É a Região dos Lagos
É sal, é emoção
Os encantos da Costa do Sol
Com a Tradição
Roda, roda baiana que o clima esquentou)  BIS
Mostra que o teu sorriso é uma flor)
Joga a rede no mar, pescador
Tem riquezas pra você buscar
Se um canto de amor ecoou ôô
É de mãe Iemanjá
Vem a noite e a nobreza
No brilho do luar
Um convite pra se amar
E de prazer,
Vou me acabar
Olé, lê, lê)
Tem areia no Ganzá)
Olé, lê, lê)  BIS
Tem magia esse lugar)","lowest"
2002,"São Clemente","Guapimirim, paraíso ecológico abençoado pelo Dedo de Deus","Eu vou comemorar
Contemplar a Guanabara
Tão bela visão do meu pavilhão
A minha grande inspiração 
Ao longe, abençoada pelas mãos do criador
Divina, pequena fonte cristalina
Gigante, vou desvendar os segredos teus
Que a magia do Dedo de Deus
Nessa viagem vai nos revelar
É lindo, é bom demais!)
Por onde eu olho a natureza brota em paz)
Tem ""sambaqui"", herança eterna)  BIS
Dos nossos ancestrais)
A cobiça te explorou 
Desde os tempos imperiais
Ainda hoje pago pra ver
Não tem preço preservar os animais
Por entre as matas, rios, cascatas
Trilhar teus caminhos tão especiais
Agora, o progresso chega sem destruição
Recicla a forma de agir desta nação
E faz sua mensagem ecoar
Guapi, nessa avenida, sou criança, sou mirim
A esperança é ver o mundo todo assim
E uma nova era semear
A São Clemente chegou...  Sorria!)
Aqui não tem racionamento de alegria)
O nosso show é energia)  BIS
Quarenta anos na pressão da bateria)","lowest"
2003,"Beija-Flor de Nilópolis","O Povo conta a sua história: saco vazio não para em pé, a mão que faz a guerra, faz a paz","Luz, divina luz que me conduz
Clareia meu caminhar, clareia
Nas veredas da verdade: cadê a felicidade?
Aportei num santuário de ambição
E o índio muito forte resistiu 
A tortura implacável assistiu
Enquanto o negro cantava a saudade
Da terra-mãe de liberdade
Na França é tomada a Bastilha
O povo mostra a indignação
Revoltado com o diabo
Que amassou o nosso pão
Grito forte de Palmares... Zumbi
Herói da Inconfidência... Tiradentes
Nas caatingas do Nordeste... Lampião
Todos lutaram contra a força da opressão
Nasce então
Poderosa guerreira
E desenvolve seu trabalho social
Cultura aos pobres, abrigou maltrapilhos
Fraternidade, de modo geral
Brava gente sofrida da baixada
Soltando a voz no planeta carnaval
Eu quero: liberdade, dignidade e união
Fui lata, hoje sou prata
Lixo, ouro da região
Chega de ganhar tão pouco
Tô no sufoco, vou desabafar
Pare com essa ganância, pois a tolerância
Pode se acabar...
Oh! Meu Brasil!
Overdose de amor nos traz
Se espelha na família Beija-Flor
Lutando eternamente pela paz!","highest"
2003,"Estação Primeira de Mangueira","Os dez mandamentos! O samba da paz canta a saga da liberdade","Um clarão no céu 
Iluminou...  Mangueira!
Surge um caminho de luz
Pra mergulhar na história
No Egito, um faraó
Poder e riqueza, cruel tirania
E um povo sonhava na lama
Que o ""Libertador"" ali nasceria
Flutua nas águas do Nilo
A esperança guiando o menino
Criado no luxo da corte
Enfrenta o deserto, sagrado destino
 
É  o vento que sopra, poeira!
Segue o homem em busca da fé
Do alto uma voz anuncia
A certeza de um novo dia
 
Moisés desafia o Rei
A ira divina desaba na terra
Libertação!  E num gesto encantado
O mar virou passarela
Descrença...  Ilusão
No ouro, a falsa adoração 
A vontade de Deus é a lei da verdade
Foi revelada pra humanidade
Mostra pro mundo, Brasil (meu Brasil)
O caminho da felicidade
 
Quem plantar a paz, vai colher amor
Um grito forte de liberdade
Na Estação Primeira ecoou!","highest"
2003,"Acadêmicos do Grande Rio","O Brasil que vale...","Valeu Brasil
Terra onde o tempo é o senhor, ô, ô, ô
Trago sonhos bordados em ouro
És o gigante da alegria, és meu tesouro
Nas matas viajei, sou desse chão um rei
Onde pisei deixei meu coração aventureiro
Cheguei em Minas, o Eldorado Brasileiro
Andei, criei cidades coloniais
Na história, o vento nos traz
Salve o barroco, estilo igual jamais
 
Uma luz brilhou no céu eu vi
Um sol de bronze a reluzir
Nuvens de prata vão cobrir
As montanhas de ferro é o progresso a surgir
 
Vê, meu bem, quanta beleza
A mãe-natureza tem pra dar
Tudo que o bom Deus criou
O homem tem que preservar
O orvalho molha as flores
Pro Vale do Rio Doce eu vou
Os passarinhos voando, entoam um canto de paz
Enquanto danço com índios em Carajás
Deixe o futuro chegar
Que a criançada vai ver
Quanta magia tem na arte e no saber
 
Vem, meu povo, a festa começou
Vem que a voz da alegria eu sou
Solto grito da garganta, a Grande Rio chegou meu amor","highest"
2003,"Imperatriz Leopoldinense","Nem todo pirata tem perna de pau, o olho de vidro e a cara de mau","Cobiça de ouro
Madeira, pedra e animais
São fases do primórdio da história
Que a Imperatriz refaz
Foi-se o tempo, longe está
Pirataria de além-mar
Vejam só a covardia
Parte dessa tirania
Era destinada aos reis (aos reis)
Franceses, ingleses e holandeses
Tudo era saqueado
Protegido era levado
Ao domínio da nação
 
Nem todo pirata tem perna de pau,
O olho de vidro e a cara de mau
 
Hoje a coisa ficou preta
Muito preta e com razão
Pirata se queixando de pirata
De terno e gravata na televisão
Pirateando CD, até a fé
O comércio e a nação
 
Mas hoje quero ser
Pirata do prazer
Dançando um baile com você
 
Vem meu amor, vem me beijar
Hoje eu tô que tô , você tá que tá
Vem meu amor, vem me beijar
Beijo escondido pra ninguém clonar","highest"
2003,"Mocidade Independente de Padre Miguel","Para sempre no seu coração, carnaval da doação","Um gesto de amor faz alguém sorrir
Só o doador faz a vida prosseguir
Basta se conscientizar
A família querer aceitar
Pro sonho se realizar
Vem fazer o bem sem olhar a quem
Com a Mocidade doar o coração
Nos braços da mitologia
Unindo o mundo na mesma missão
Sob a luz da estrela-guia
 
Doar sem medo de errar
Ver um brilho no olhar
Amar é dar e receber
É tão bom viver
 
Cosme e Damião
Pioneiros nessa arte divinal
Dando asas à ciência
O homem busca novos ideais
Os olhos ganham luz, vêem cores
Cura os males as dores
Renovando os conceitos sociais
Esse artista iluminado
Doou toda sua criação
Sua imagem é chama viva
Para sempre no seu coração
 
Alô você!
Abrace essa corrente pela vida!
Sou doador, sou Mocidade
Dou um alerta para o bem da humanidade","highest"
2003,"Unidos do Viradouro","A Viradouro canta e conta Bibi – Uma homenagem ao teatro brasileiro","Abram as cortinas, que o show vai começar
É ""manhã de sol"", um rouxinol vem despertar
Voa, vai tocar no seu coração!
Amor, nessa avenida quanta emoção
Em cada gesto, em cada expressão
Em cada lágrima que vai sorrir
Diva, brilha a voz dos grandes musicais
Nesse palco os artistas imortais
Hoje vão te aplaudir
Se um vento soprar, eu vou)
Deixa o ""Dom"" me levar, amor)
Vou em busca de um ideal)  BIS
No meu sonho de carnaval)
Em toda forma de arte
Uma luz acendeu
A ""Gota D'água"" faz parte
Dos seus encontros com Deus
""Piaf, um hino ao amor""
""A vida de uma estrela da canção""
Em uma noite de explendor
""Amália"" foi sua inspiração
E quando o sol se põe
Desce uma estrela lá do céu
Vem reviver ao seu lado Bibi
O seu mais brilhante papel
O teatro consagrou e pede passagem)  BIS
A Viradouro, meu amor, faz a homenagem)","highest"
2003,"Acadêmicos do Salgueiro","Salgueiro, minha paixão, minha raiz - 50 Anos de glória","Orgulho é viajar em sua história
No ar, o aroma de café
""Tecer"" 50 anos, quanta glória
Desta raiz, nasceu samba ""no pé""
""Morro"" de amores e saudades...
""Embriaga"" de felicidade,
""Conserva"" o valor e a tradição
De unir fé e bandeiras numa só ""religião""
 
Salgueiro, vermelho
Balança o coração da gente
Guerreiro, é de bambas um celeiro
Apenas uma escola diferente
 
Porto pro Navio Negreiro
Viajou com Debret pelo Brasil
Quilombo, exaltou o orgulho negro
Xica da Silva já te seduziu
História em carnaval, bênção da Bahia
Rei Negro e Rei da França
Coroaram a academia,
Da magia fascinante à brilhante sedução
Das minas do Rei Salomão
 
Explode coração, é tanta emoção
Que embarcar na alegria, eu vou
É a consagração da minha paixão
Renovando a cada dia, amor","highest"
2003,"Portela","Ontem, hoje e sempre Cinelândia - O samba entra em cena na Broadway Brasileira","De um sonho fez-se um gesto de amor, amor, amor
Das luzes uma ""cidade"" criou
O Rio assiste em cena
O ""mundo"" que o ""maestro"" imaginou
Um chão de estrelas vai surgindo
Envolvendo os corações
Cinemas, Night and Day, teatros, felicidade é a lei
No palco da paixão a Cinelândia ""faz opinião""
Boêmios, cantores, um beijo roubado ao luar
A poesia sorrindo em cada mesa de bar
 
A voz não pode calar, a gente tem que lutar
O povo ""faz a hora"" de mudar
 
Onde o amor faz morada já é madrugada
Deixa o dia clarear
É bom estar com você, do Bola Preta a gente vai ver
O sol, a rua, o filme que o vento não levou
Somos o ""cais"", emblema da paz
Velas ao vento, vem ""navegar""
Voar no azul mais bonito, buscar no infinito
A alegria do meus carnavais
 
Voa, voa, divina luz de Madureira
O samba na praça, no embalo da massa
A Portela não é brincadeira","highest"
2003,"Unidos da Tijuca","Agudás: os que levaram a África no coração e trouxeram para o coração da África, o Brasil!","Obatalá
Mandou chamar seus filhos
A luz de Orunmila
Conduz o Ifá, destino
Sou negro e venci tantas correntes
A glória de quebrar todos grilhões
Na volta das espumas flutuantes
Mãe-África receba seus leões
 
No rufar do tambor, ô, ô
Atravessando o mar de Yemanjá
No sangue trago essa chama verdadeira
Raiz afro-brasileira, sou Agudá
 
Quem chega a Porto Novo
É raça, é povo e se mistura
De semba se fez samba
Um carnaval pelas culturas
Na fé, de meus orixás
Axé, meu Delogun
Temor e proteção ao anel do dragão de Dagoun
A união é bonita
E a gente acredita na força do irmão
No continente africano a ecoar
A epopéia Agudá, vitoriosa face da razão
 
Tem cheiro de benjoim no xirê alabê
Prepare o acarajé no dendê
Salve o Chachá, salve toda negritude
A Tijuca vem contar uma história de atitude","highest"
2003,"Caprichosos de Pilares","Zumbi, rei de Palmares e herói do Brasil. A história que não foi contada","África 
Dos guerreiros de Angola, de jeje e yorubá
Na escravidão e agonia 
Ai, como negro sofria 
No destino de além–mar 
O europeu no troca–troca conseguiu 
Levar ""peças da Guiné"" para o Brasil 
Nesse comércio, a pirataria surgiu 
Ilu–ayê, ilu–ayê, um canto triste ecoou, ô, ô)  BIS
Ilu–ayê ô, na senzala, sofrimento e dor)
Veja, Ifá falou 
Que os orixás vão enviar um libertador
Canta Pilares
Zumbi foi rei lá no Quilombo dos Palmares
Na cultura o negro se agiganta 
A fé da ""terra-mãe"" é seu alento 
Existe um grito preso na garganta 
Só Oxalá segura o fio da esperança - quero ser livre!
Esse lamento ressoou na sociedade
Que tem as chaves
Mas prende seus heróis na marginalidade
Vi nos olhos verdes do holandês outro país
Caiu Palmares, liberdade não se mata na raiz
No batuque bateria, sou Zumbi)
Onde há paz e alegria, eu tô aí)
Quero amor e muito mais dignidade)  BIS
A Caprichosos luta pela igualdade)","highest"
2003,"Unidos do Porto da Pedra","Os donos da rua - um jeitinho brasileiro de ser","Lá vou eu
Sou bom malandro e sou fã da liberdade...
Lá vou eu
Sou o Tigrão, eu sou o dono da cidade!
Cada selva tem um rei, cada Rei tem sua lei
O Brasil é uma estrada
Nas esquinas da ilusão, na ruas do meu coração!
Oi!  Saravá, meu Pai Ogum, eu peço axé!
Me dá licença, meu senhor, eu vou na fé...
A rua é negra, como é negra a escravidão
Vou seguindo meu caminho
Vou ""lavando"" a solidão...
Quem vai, quem vai, quem vai ""querê""!...)
Tem ouro prata e cristal!)
Quem tem garrafa pra ""vendê"")  BIS
Tem tudo pra ficar legal!)
Na Avenida Central, passo a passo, sorri...
Vi meu Rio feliz, eu vi Paris!
Vi sujeira...  Vi ratos...  Ratoeiras...
Hoje vou pra Lapa detonar, vou pra Lapa grafitar
Minha tribo rasga o pano!
Sou profano, mas olho lá pro céu
Nas ""Ruas de Babel"", peço a Deus para me ajudar!
Eu sou Porto da Pedra)
Faço anjo sambar!  Eu quero é mais!)
Quero ser querubim)  BIS
Vem pra noite brincar)
Vem que o bicho vai pegar!)","highest"
2003,"Império Serrano","E onde houver trevas que se faça a luz","Luz, magia
Que faz a mente do poeta delirar
Estrela-guia
Faz meu Império brilhar
É bom amar (amar) e ser amado
Se dar e receber
Eu quero um mundo de inspiração
Pra clarear de vez a escuridão
 
""Prometeu"" roubou do Sol... O fogo
Trouxe a Luz pra iluminar... O povo
O que vem do coração, oi... Clareia
Clareia igual a Lua cheia
 
E a paz, desejo da Humanidade
Se faz com liberdade e igualdade
Feliz, muito feliz
""Uma criança"" vai nascer
Se o homem conseguir usar a luz da razão
A Terra então vai florescer 
(e vai...)
Vai meu irmão!
Tens a chave do céu!
A energia no ar
Vem da ribalta da vida
Serrinha é o show nessa avenida
 
Uma prova de amor: perdão
Uma grande paixão: amor
A esperança é quem me conduz
Onde houver trevas, que se faça a luz","highest"
2003,"Tradição","O Brasil é penta, R é 9 - O fenômeno iluminado","É fantástico, ser brasileiro
Com  muito orgulho, muita paz e muito amor, ô, ô, ô
E o globo vai girando, a gente fazendo história
E vitórias conquistando
Quando Deus criou a Terra, nos deu a luz do Sol
Também fez nosso Brasil, o país do futebol
Começou lá na Suécia, a segunda vez no Chile
A alegria da nação, aí que paixão
E no solo mexicano, depois no americano
Foi aquela emoção pro meu povão
Se formou uma família, uma grande seleção
Foi aquele show de bola, na Coréia e no Japão
 
Aí, aí, aí.  Oh! Vida me leva
Aí, aí, aí, deixa a vida me levar
Aí, aí, aí, eu tô nessa festa
Eu quero mais é festejar
 
O Ronaldo iluminado, dono da camisa 9
Nasceu em Bento Ribeiro, no Rio de Janeiro
Um menino inspirado, pelo mundo consagrado
O fenômeno brasileiro...
Da bola que era brinquedo 
Dadado fez seu reinado 
Destino não tem segredo
Já veio nele traçado
Um guerreiro abençoado, nos campos que jogou
Ninguém pode duvidar, ele tem cheiro de gol
Gol...
 
É bola na rede 
A nossa Tradição
É bola na rede
É penta campeão","lowest"
2003,"Acadêmicos de Santa Cruz","Do universo teatral à ribalta do carnaval","Vem contracenar
Mesclar verdade e fantasia
Esta cultura milenar
Que vem dos deuses
Traz um mundo de magia
Anjos do bem e do mal
Na era medieval, que sedução!
Estrelas de luz
O artista taduz emoção
Tem pierrô e colombina, amor)
O circo encanta, me fascina, chegou)
Encena o sonho, abre a cortina, eu vou)  BIS
Olha, o show já começou)
Lindo é descobrir
Toda a magia desta arte universal
Veio do Ocidente até o lado oriental
Brilha, meu Brasil
Tablado encanta
Doce mundo de ilusão!
Salve o sentimento do artista)
Que invade a lama do sambista)  BIS
E alegra o coração)
É Santa Cruz, pode aplaudir, alto-astral)
Nosso show é aqui, mundial)
Você faz esta festa, chegou a hora é esta)  BIS
Carnaval!)","lowest"
2004,"Beija-Flor de Nilópolis","Manõa, Manaus, Amazônia, Terra Santa: alimenta o corpo, equilibra a alma e transmite a paz","A ambição cruzou o mar
Trazida pelo invasor
A Espanha veio explorar
Pilhar e semear a dor
Amazonas, Terra Santa
Dos igarapés, mananciais
Alimenta o corpo, equilibra a alma
Transmite a paz
Brilhou o Eldorado no coração da mata as guerreiras
Belezas naturais, riquezas minerais
O reino de Tupã ergue a bandeira
 
Êh! Manôa
Minha canoa vai cruzar o Rio Mar
Verde paraíso é onde Iara me seduz com seu cantar
 
Doce sabor da magia
Fruto da energia o meu guaraná
A lágrima que o trovão derramou
A terra guardou semente no olhar
Maués, Anauê cultura milenar
Anauê, Manaus, Mamirauá viva a Paris tropical
Água que lava minh´alma
Ao matar a sede da população
Caboclo ê a homenagem hoje é
A todo povo da floresta um canto de fé
 
Se Deus me deu vou preservar
Meus filhos vão se orgulhar
O Amazonas é Brasil, é luz do criador
Avante com a tribo Beija-Flor","highest"
2004,"Unidos da Tijuca","O sonho da criação e a criação do sonho. A arte da ciência no tempo do impossível","Nessa máquina do tempo, eu vou
Vou viajar... (com a Tijuca te levar)
À era do Renascimento
De sonhos, e criação
Desejos, transformação
Acreditar, desafiar
Superar os limites do homem
Brincar de Deus, criar a vida
Querer voar e flutuar
 
É tempo de sonhar...
É tempo de alquimia
Querer chegar à perfeição
Com tecnologia
 
Na arte da ciência
A busca continua
Na luta incessante pra vencer o mal
E no vai e vem dessa história
O velho sonho de ser imortal
Profecia, loucura, magia
A vontade de explorar
A lua, a terra e o mar
Pro futuro viajar, eu vou
Mistérios que ainda quero desvendar, levar
O destino é quem dirá
O amanhã, como será
 
Sonhei amor e vou lutar
Para o meu sonho ser real
Com a Tijuca, campeã do carnaval","highest"
2004,"Estação Primeira de Mangueira","Mangueira redescobre a Estrada Real... E deste Eldorado faz seu Carnaval","Mangueira,
Um brilho seduziu o meu olhar
E me fez encontrar
A Estrada do Sonho
Real desejo de poder e ambição
As trilhas bordadas em ouro
Levaram um tesouro à caminho do mar
Teu chão é um retrato da história
E o tempo não pode apagar
Hoje, eu descubro a beleza
Que faz a riqueza voltar
 
Por belos recantos passei
Das suas águas, provei
De mansinho eu peço passagem
A Mangueira vai seguir viagem
 
Tempero bom!
Pode avisar que a comida está na mesa
Se a pinga não ""pegar""
Eu chego ao Rio com certeza
Na Arte, eu vi obras que o gênio esculpiu
Igrejas, o Barroco emoldura o Brasil
Ó Minas!
És um berço de cultura, és raiz
Que brilha forte em verde e rosa
Herança e patrimônio de um país
 
Eu vou embarcar
Na Estação Primeira
Tesouro do Samba, minha paixão
Ê Trem Bão!","highest"
2004,"Unidos do Viradouro","Pediu pra Pará, parou! Com a Viradouro eu vou pro Círio de Nazaré","No Mês de Outubro
Em Belém do Pará
São dias de alegria e muita fé 
Começa com extensa romaria matinal)  BIS
O Círio de Nazaré)
Que maravilha a procissão
E como é linda a Santa em sua berlinda
E o romeiro a implorar
Pedindo à Dona em oração
Para lhe ajudar
Oh!  Virgem Santa)
Olhai por nós)
Olhai por nós)  BIS
Oh!  Virgem Santa)
Pois precisamos de paz)
Em torno da Matriz
As barraquinhas com seus pregoeiros
Moças e senhores do lugar
Três vestidos fazem pra se apresentar
Tem o circo dos horrores
Berro-boi, roda-gigante
As crianças se divertem
Em seu mundo fascinante
E o vendeiro de iguarias a pronunciar
Comidas típicas do Estado do Pará
Tem pato no tucupi)
Mucuã e tacacá)
Maniçoba e tucumã)  BIS
Açaí e aluá)","highest"
2004,"Imperatriz Leopoldinense","Breazail","Vermelho é vida
É sangue, é coração
Coloriu a história
De paixão, de vitória.... De vibração
Pintou o manto dos reis
E o encanto chinês
O poder e a religião
Das minas o celta extraía
O corante breazail
Porém era o fenício quem fazia
A tinta que o mundo seduziu
 
Da Ásia a madeira
Deu o tom pra Europa inteira
Mas o Brasil do bom
Só em terra brasileira
 
Viagem ao Novo Mundo
Deu a Vespúcio a primazia
De erguer em Cabo Frio
Fortaleza e feitoria
Depois partiu com o nosso pau-brasil
Deixando aos marinheiros poesia
Visão do infinito, lugar mais bonito
Era o chão da Utopia
Quem dera a paz e a harmonia
Ver meu país cantar feliz
Na sombra de um pau-brasil
Um samba da Imperatriz
 
Hoje eu quero ver
Caldeirão ferver nessa magia
O Brasil deu a cor
Pra tingir de amor nossa folia","highest"
2004,"Acadêmicos do Salgueiro","A cana que aqui se planta, tudo dá... Até energia. álcool, o combustível do futuro","Salgueiro produz alegria
""Caminha"" descrevendo nossa terra
Veio da Índia inspiração para o cultivo
Que davam fim a liberdade do nativo
Terra de fartura coberta de cana
Canaã, por natureza
Negro, do açúcar mascavo
Branco toque refinado
Da cobiça holandesa
 
Academia, é doce seu cantar
Verde eldorado, o encanto ""deste lado""
Solo fértil pro meu samba germinar
 
Pelo tempo, adoçou a economia
Com a evolução, ganhou outro ""sabor""
O álcool, o progresso movia
Coisa que caminha nem imaginou
E mesmo sem destronar o ouro negro
Já desvendaram seus segredos
O nosso jeito de abastecer
Sonho vê-lo enfim em seu reinado
Meio ambiente preservado
Conquistando o espaço, infinito alvorecer
 
A cana que aqui se planta, tudo dá
Dá samba até o dia clarear
O combustível do futuro é brasileiro
É energia que hoje embala meu Salgueiro","highest"
2004,"Portela","Lendas e mistérios da Amazônia","Nesta avenida colorida
A Portela faz seu carnaval
Lendas e mistérios da Amazônia
Cantamos neste samba original
Dizem que os astros se amaram
E não puderam se casar
 
A lua apaixonada chorou tanto
Que do seu pranto nasceu o rio e o mar
 
E dizem mais
Jaçanã, bela como uma flor
Certa manhã viu ser proibido o seu amor
Pois um valente guerreiro
Por ela se apaixonou
Foi sacrificada pela ira do pajé
E na vitória-régia
Ela se transformou
Quando chegava a primavera
A estação das flores
Havia uma festa de amores
Era a tradição das Amazonas
Mulheres guerreiras
Aquele ambiente de alegria
Só terminava ao raiar do dia
 
Ô esquindô lá, lá
Ô esquindô lê, lê
Olha só quem vem lá
É o saci pererê","highest"
2004,"Mocidade Independente de Padre Miguel","Não corra, não mate, não morra. Pegue carona com a Mocidade!","Brilhou um novo dia
Pegue carona com a Mocidade
O corso da alegria
A despertar toda cidade
É manhã de carnaval
Dou um alerta geral
Vamos colocar o cinto, respeitar a vida
Um descuido é fatal
A máquina evoluiu
O mundo inteiro aplaudiu
Atraindo aventureiros
Traiu em cena, o orgulho brasileiro 
 
Amor, paixão, velocidade é ilusão
Dirijo meu carro
Se tomo um pileque
Dou a vez na direção
 
Basta de tanto acidente
Não seja imprudente
Subir ao pódio assim não dá (meu Brasil)
Seja mais consciente
A vida é um presente
Chegou a hora de mudar
Sai desse ""pega"" moleque
Pisa no breque
Tem alguém a te esperar
Veja a harmonia do sol e da lua
Um exemplo a se espelhar
 
Pare, pense
Olhe a sinalização
Proteja quem te ama
Siga em paz na direção","lowest"
2004,"Império Serrano","Aquarela brasileira","Vejam
Essa maravilha de cenário
É um episódio relicário
Que o artista num sonho genial
Escolheu para este carnaval
E o asfalto como passarela
Será a tela
Do Brasil em forma de aquarela
 
Passeando pelas cercanias do Amazonas
Conheci vastos seringais
No Pará, a Ilha de Marajó
E a velha Cabana do Timbó
Caminhando ainda um pouco mais
Deparei com lindos coqueirais
Estava no Ceará
Terra de Irapuã, de Iracema e Tupã
Fiquei radiante de alegria
Quando cheguei à Bahia
Bahia de Castro Alves, do acarajé
Das noites de magia, do candomblé
Depois de atravessar as matas do Ipu
Assisti em Pernambuco
À festa do frevo e do maracatu
Brasília tem o seu destaque
Na arte, na beleza e arquitetura
Feitiço de garoa pela serra
São Paulo engrandece a nossa terra
Do leste, por todo Centro-Oeste
Tudo é belo e tem lindo matiz
O Rio dos sambas e batucadas
Dos malandros e mulatas
Com seus requebros febris
Brasil, essas nossas verdes matas
Cachoeiras e cascatas
De colorido sutil
E esse lindo céu azul de anil
Emolduram em aquarela o meu Brasil
 
La rá rá rá rá, la rá rá rá rá","highest"
